-106.470000,23.330000
-109.864000,22.918000
-109.090000,25.690000
127.521000,50.257000
128.028000,50.257000
128.223000,49.913000
130.014000,50.101000
130.220000,49.407000
131.602000,48.954000
123.231000,12.838000
123.397000,12.508000
123.600000,12.601000
123.728000,12.403000
123.623000,12.371000
123.924000,12.146000
123.792000,12.179000
123.814000,12.211000
13.193000,37.864000
12.836000,37.587000
12.766000,37.648000
12.762000,37.895000
12.716000,37.745000
-4.964000,34.107000
-4.828000,34.009000
-4.998000,33.939000
124.654000,11.108000
124.628000,11.136000
124.621000,11.151000
124.671000,11.130000
124.646000,11.139000
124.625000,11.185000
124.657000,11.121000
124.642000,11.140000
124.626000,11.158000
95.244000,5.470000
95.250000,5.365000
95.253000,5.398000
95.272000,5.517000
95.308000,5.536000
95.321000,5.554000
95.354000,5.581000
95.399000,5.616000
95.405000,5.630000
95.488000,5.606000
95.539000,5.598000
16.233000,45.860000
16.183000,45.807000
16.139000,45.850000
16.135000,45.926000
16.132000,45.893000
16.116000,45.774000
16.091000,45.976000
16.085000,45.903000
16.078000,45.928000
16.076000,45.793000
16.066000,45.731000
16.025000,45.730000
16.017000,45.811000
16.015000,45.876000
16.010000,45.707000
15.981000,45.773000
15.975000,45.993000
15.940000,45.869000
15.907000,45.725000
15.895000,45.791000
15.883000,45.681000
15.881000,45.853000
15.836000,45.749000
15.826000,45.831000
15.822000,45.715000
15.812000,45.927000
15.795000,45.658000
15.768000,45.775000
15.759000,45.866000
165.984000,55.192000
163.067000,56.265000
160.856000,56.318000
160.062000,56.254000
157.536000,53.325000
88.936000,26.965000
88.791000,27.010000
88.753000,26.881000
88.738000,26.751000
88.702000,27.024000
88.569000,26.889000
88.350000,26.711000
88.185000,26.883000
143.362000,38.888000
143.263000,38.636000
142.917000,38.081000
142.433000,38.149000
142.081000,37.166000
-61.197000,10.471000
-61.245000,10.708000
-61.287000,10.649000
-61.632000,10.715000
-61.333000,10.393000
-61.116000,10.478000
-61.156000,10.413000
-60.998000,10.334000
-61.396000,10.681000
-61.396000,10.681000
-61.308000,10.792000
-61.284000,10.526000
-61.658000,10.098000
-61.513000,10.669000
-61.341000,10.083000
-61.309000,10.680000
-61.539000,10.697000
138.134000,34.082000
137.595000,33.877000
136.996000,33.670000
136.342000,33.333000
135.572000,33.161000
134.815000,32.872000
93.050000,13.630000
92.980000,12.040000
92.720000,11.640000
-28.209000,38.678000
-28.167000,38.680000
-28.161000,38.656000
-28.153000,38.701000
-28.112000,38.637000
-28.104000,38.682000
-28.057000,38.643000
-28.051000,38.680000
-28.024000,38.602000
-27.998000,38.642000
-27.959000,38.616000
-27.933000,38.598000
-27.888000,38.575000
-27.854000,38.558000
-27.793000,38.549000
44.291000,43.120000
43.046000,44.678000
42.827000,44.296000
44.119000,42.596000
44.094000,42.533000
44.004000,42.425000
43.944000,42.406000
43.937000,42.315000
43.897000,42.205000
44.461000,42.742000
24.210000,41.132000
25.524000,40.474000
25.745000,40.855000
26.389000,41.270000
26.332000,41.633000
26.022000,41.233000
22.603000,40.673000
23.010000,40.414000
23.131000,40.755000
24.612000,40.777000
23.905000,40.872000
22.802000,41.165000
24.902000,41.092000
22.535000,40.323000
25.289000,41.090000
23.462000,41.073000
23.396000,40.133000
23.757000,40.530000
23.944000,40.039000
25.201000,39.908000
-113.657000,29.206000
-114.916000,27.725000
-110.967000,29.093000
-113.574000,29.481000
-113.809000,29.038000
-114.847000,27.620000
-114.040000,29.075000
-113.753000,29.098000
-113.723000,29.202000
-63.749000,10.511000
-64.291000,10.370000
-64.236000,10.571000
-64.081000,10.447000
-63.965000,10.770000
-63.837000,10.553000
-64.156000,10.841000
-63.116000,10.415000
-64.184000,10.831000
-63.603000,10.136000
-64.195000,10.429000
-64.188000,10.802000
-63.751000,10.122000
-63.896000,10.884000
-63.895000,11.156000
-63.811000,10.707000
-64.344000,10.346000
-64.231000,10.508000
-63.637000,10.636000
-63.767000,10.446000
-64.083000,10.637000
-62.404000,10.547000
-62.974000,10.582000
-64.209000,11.053000
-63.120000,10.701000
-63.519000,10.492000
-63.910000,10.757000
-63.977000,9.954000
-64.127000,10.963000
-63.569000,10.352000
-61.396000,10.681000
-61.400000,10.653000
4.140000,39.934000
3.392000,39.614000
1.407000,38.951000
1.429000,38.705000
2.998000,39.315000
2.625000,39.553000
3.831000,40.001000
3.015000,39.646000
2.892000,39.818000
136.508000,33.726000
136.612000,33.557000
137.117000,33.885000
23.521000,35.303000
24.109000,34.839000
24.119000,34.848000
24.120000,34.848000
24.120000,34.848000
24.473000,35.370000
24.319000,35.188000
23.840000,35.354000
23.823000,35.256000
139.865000,34.429000
139.263000,34.961000
138.682000,34.935000
138.591000,34.934000
83.953000,29.178000
86.904000,30.445000
85.057000,30.729000
81.926000,32.047000
84.043000,29.534000
86.940000,28.357000
86.813000,27.958000
27.863000,38.485000
26.712000,38.393000
27.566000,37.695000
27.181000,38.342000
26.601000,38.440000
27.813000,37.698000
27.639000,38.346000
26.233000,38.288000
27.181000,37.627000
26.997000,38.068000
27.165000,38.597000
27.675000,38.677000
26.470000,38.671000
27.443000,38.280000
27.127000,38.209000
27.455000,38.567000
26.926000,38.317000
27.776000,38.056000
26.722000,38.472000
27.131000,38.488000
27.211000,38.935000
26.497000,38.205000
30.540000,38.730000
30.644000,38.769000
30.761000,40.589000
30.680000,40.538000
27.873000,39.006000
28.010000,38.960000
31.481000,38.342000
31.121000,37.762000
27.424000,39.785000
28.483000,38.315000
26.082000,39.501000
27.214000,40.171000
26.406000,36.586000
32.812000,39.660000
26.700000,39.311000
26.707000,39.326000
26.910000,40.029000
27.906000,39.722000
27.308000,38.711000
30.720000,37.320000
26.189000,39.614000
30.589000,36.896000
29.790000,39.570000
27.423000,37.032000
30.679000,40.552000
30.050000,39.880000
30.580000,37.450000
30.297000,37.689000
28.230000,38.070000
31.658000,37.656000
29.610000,37.800000
27.836000,37.196000
29.261000,40.200000
26.385000,38.311000
29.100000,36.690000
29.143000,40.639000
27.960000,37.630000
28.081000,37.609000
27.380000,37.880000
27.112000,39.244000
27.590000,39.295000
28.826000,36.762000
26.706000,40.739000
29.106000,40.270000
28.630000,39.610000
27.269000,39.577000
29.250000,39.340000
27.816000,40.400000
26.885000,39.010000
30.637000,39.658000
28.990000,38.510000
26.317000,39.785000
28.882000,40.481000
29.423000,40.821000
29.146000,40.460000
28.923000,39.930000
29.392000,37.448000
28.779000,40.167000
26.085000,38.443000
29.514000,40.164000
26.540000,39.580000
28.820000,38.340000
31.571000,37.898000
29.908000,40.438000
32.570000,40.881000
30.592000,37.820000
29.929000,40.425000
27.301000,40.381000
29.648000,36.194000
26.732000,39.653000
30.827000,40.735000
30.550000,36.550000
26.157000,39.731000
27.217000,39.897000
30.655000,40.628000
30.745000,40.652000
30.270000,36.370000
27.394000,36.681000
32.510000,38.020000
27.763000,40.059000
32.394000,37.869000
26.929000,36.752000
29.889000,40.066000
30.617000,39.260000
26.216000,39.726000
30.180000,37.040000
27.224000,35.493000
30.638000,40.614000
28.740000,38.570000
29.288000,40.485000
26.871000,40.601000
29.260000,36.420000
26.451000,39.234000
27.960000,40.971000
27.963000,36.772000
30.026000,40.465000
30.550000,38.500000
31.490000,39.870000
27.586000,40.588000
26.717000,38.427000
28.427000,37.175000
28.000000,38.248000
29.585000,40.667000
27.085000,38.019000
29.136000,37.941000
30.862000,40.555000
26.989000,37.780000
32.160000,36.431000
26.880000,40.396000
30.470000,38.530000
29.040000,39.150000
29.439000,36.720000
30.130000,40.745000
31.814000,39.564000
29.550000,38.150000
30.134000,40.690000
27.486000,37.818000
31.228000,38.163000
32.471000,38.237000
31.000000,37.480000
26.174000,39.973000
29.048000,37.566000
30.804000,40.386000
28.580000,37.580000
30.114000,38.016000
30.630000,38.110000
30.387000,39.431000
29.140000,37.410000
27.613000,38.263000
30.500000,37.320000
27.629000,40.245000
29.141000,40.122000
29.240000,38.420000
29.102000,40.136000
29.130000,40.100000
26.740000,38.380000
27.316000,39.024000
32.240000,39.099000
27.393000,40.811000
26.791000,38.741000
28.373000,40.398000
31.438000,40.937000
29.920000,36.660000
31.706000,38.831000
29.535000,37.185000
29.635000,40.803000
31.730000,38.800000
29.111000,40.165000
41.057000,38.959000
40.733000,39.182000
40.575000,38.758000
40.515000,39.215000
40.330000,39.039000
40.105000,38.949000
40.052000,38.963000
40.038000,39.430000
39.957000,39.538000
39.910000,38.737000
39.524000,39.824000
39.420000,40.151000
39.258000,39.350000
39.217000,39.074000
39.164000,39.613000
38.931000,39.026000
38.922000,39.059000
38.645000,39.310000
38.515000,39.614000
32.910000,36.321000
34.803000,39.106000
30.644000,38.769000
36.324000,39.553000
33.312000,36.810000
